similarity_search_prod_descr,similarity_search_title
0.371320208529,0.234258466043
0.110442981126,-0.0640038874393
0.334857355939,0.381564452105
0.185646534117,0.315066152509
0.433347726954,0.7624827034
0.465064428524,0.55309798043
0.529900498938,0.573937431308
0.565765947007,0.647109191923
0.449379634398,0.642982320194
0.322904677004,0.529886470371
0.460900410461,0.457375829922
0.66182889971,0.730517293693
0.511580387825,0.373897794631
0.696707398391,0.583769099508
0.245739226662,0.533195101252
0.193654195452,0.410758635562
0.740665092321,0.735746201988
0.225997556788,0.0857615928797
0.18036224458,-0.068064830423
0.114340155551,0.00706476325544
0.320069540888,0.111238072217
0.472898095014,0.0187125884116
0.431051943171,0.336090993526
0.428721516846,0.261745882411
0.430030950436,0.476910461056
0.591826398498,0.5613626525
0.607411265107,0.639694565223
0.0,0.0
0.482981924748,0.0
0.336264597729,0.386711661891
0.377139942276,0.730408919358
0.488720680579,0.344323674149
0.395202057026,0.313923650436
0.509799817987,0.307732293017
0.0,0.0
0.314145848409,0.593198018841
0.0,0.0
0.34448378323,0.241768870295
0.0588297682068,0.332423939062
0.321951705315,0.160292222697
0.239415794682,0.228072808007
0.371198660458,0.256560921451
0.294250236067,0.2548908367
0.391673039853,0.323320775565
0.0,0.0
0.657707085284,0.613303228589
0.457671835218,0.291800588084
0.0,0.0
0.439718175521,0.65559227955
0.206778227818,0.200964157967
0.527413521917,0.485829034455
0.418981745631,0.248344797025
0.406104920774,0.240505523466
0.367072077899,0.396796206345
0.490782386774,0.401269983796
0.517315993205,0.432326828782
0.224891611054,0.115223841938
0.224862879633,0.224835134847
0.15830636759,0.692929105208
0.252962460314,0.383900847327
0.333627230631,0.466209108596
0.538498188333,0.418589574042
0.513388310288,0.531242327943
0.422666343965,0.720293708386
0.409210740308,0.463265329362
0.342178584226,0.414419377057
0.289735947945,0.393602071572
0.500656612204,0.502855809299
0.0,0.0
0.279327576342,0.314390222102
0.392088127835,0.56085313194
0.199307462538,0.0
0.172891847017,0.0
0.0377052138327,0.103451368519
0.518788381634,0.309348378975
0.4835623536,0.36446227139
0.438294397266,0.642802015956
0.5450931368,0.554927377795
0.5450931368,0.554927377795
0.588548628232,0.684539815724
0.435536840324,0.534401056752
0.0,0.0
0.322069448379,0.462477622948
0.0,0.0
0.0,0.0
0.316126171039,0.393529489795
0.269527207759,0.59852589331
0.533131178411,0.443361936045
0.263101524095,0.547190487623
0.304840881583,0.547638892344
0.0,0.0
0.515940390311,0.655895471554
0.504648619898,0.714440845119
0.252873783399,0.20895261937
0.515304005069,0.682966155439
0.492439103925,0.289253610727
0.691480908391,0.700724435523
0.19066693378,0.397592683545
0.278547687341,0.508451460643
0.362502137006,0.516657068555
